timestamp,avg_dynamic_energy,total_energy,n_dynamic,n_workspace
2025-09-10T08:51:01.623823,133.25547790527344,24610670.0,184234,256
2025-09-10T08:51:02.079644,133.19842529296875,24601516.0,184234,256
2025-09-10T08:51:02.542521,133.1385955810547,24592398.0,184238,256
2025-09-10T08:51:03.015998,133.08126831054688,24583216.0,184238,256
2025-09-10T08:51:03.485058,133.02114868164062,24573978.0,184242,256
2025-09-10T08:51:03.962755,132.96353149414062,24564506.0,184242,256
2025-09-10T08:51:04.429431,132.9031982421875,24554908.0,184246,256
2025-09-10T08:51:04.907498,132.8452911376953,24545100.0,184246,256
2025-09-10T08:51:05.375004,132.78475952148438,24535202.0,184250,256
2025-09-10T08:51:05.841029,132.72659301757812,24525104.0,184250,256
2025-09-10T08:51:06.321831,132.66578674316406,24514916.0,184254,256
2025-09-10T08:51:06.793870,132.6073455810547,24504490.0,184254,256
2025-09-10T08:51:07.267226,132.5460968017578,24493932.0,184258,256
2025-09-10T08:51:07.738448,132.4873809814453,24483212.0,184258,256
2025-09-10T08:51:08.209458,132.42596435546875,24472430.0,184262,256
2025-09-10T08:51:08.685330,132.36700439453125,24461560.0,184262,256
2025-09-10T08:51:09.124148,132.3054962158203,24450760.0,184266,256
2025-09-10T08:51:09.543815,132.24623107910156,24439844.0,184266,256
2025-09-10T08:51:10.022961,132.1842041015625,24428944.0,184270,256
2025-09-10T08:51:10.500846,132.1246795654297,24424866.0,184270,256
2025-09-10T08:51:10.952000,132.0624542236328,24413728.0,184274,256
2025-09-10T08:51:11.367917,132.0026397705078,24402708.0,184274,256
2025-09-10T08:51:11.840885,131.94007873535156,24391708.0,184278,256
2025-09-10T08:51:12.290899,131.87997436523438,24380634.0,184278,256
2025-09-10T08:51:12.780734,131.81723022460938,24369596.0,184282,256
2025-09-10T08:51:13.247514,131.7568817138672,24358474.0,184282,256
2025-09-10T08:51:13.703304,131.69386291503906,24347386.0,184286,256
2025-09-10T08:51:14.132555,131.6332244873047,24336212.0,184286,256
2025-09-10T08:51:14.571601,131.56996154785156,24325084.0,184290,256
2025-09-10T08:51:15.000289,131.50906372070312,24313856.0,184290,256
2025-09-10T08:51:15.465250,131.4454803466797,24302668.0,184294,256
2025-09-10T08:51:15.918679,131.38430786132812,24291392.0,184294,256
2025-09-10T08:51:16.383063,131.32044982910156,24280148.0,184298,256
